Цена,Количество_комнат,Общая_площадь,Этаж,Ремонт,Отделка,Способ_продажи,Тип_дома,Пассажирский_лифт,Грузовой_лифт,Тип_участия,Широта_Объекта,Долгота_Объекта,комендантский проспект_dist,крестовский остров_dist,шушары_dist,парнас_dist,купчино_dist,улица дыбенко_dist,девяткино_dist,проспект ветеранов_dist,Цена_кв_м,Цена_кв_м_кат,Балкон_или_лоджия_свертка,Вид_сделки_свертка,В_доме_свертка,Двор_свертка,Мебель_свертка,Окна_свертка,Парковка_свертка,Санузел_свертка,Техника_свертка,Тип_комнат_свертка,Возраст_дома,Грузовой_лифт_no_info,Пассажирский_лифт_no_info
6050000,1,31.3,12,требует ремонта,no_info,свободная,монолитный,0,0,no_info,60.03371,30.214808,5.616,8.479,33.921,13.735,28.867,32.975,25.43,21.661,193290.73482428116,1,1,0,0,0,0,0,0,0,0,0,0,1,1
19406036,3,98.7,3,требует ремонта,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.98507,30.326289,7.957,7.574,21.829,9.142,18.11,19.467,14.856,17.977,196616.37284701114,1,1,1,0,3,0,0,1,1,0,1,0,0,0
19300000,4,108.0,2,евро,no_info,свободная,кирпичный,0,0,no_info,59.951754,30.3003,7.83,5.059,20.761,13.338,15.936,20.926,19.269,13.379,178703.7037037037,1,0,1,0,2,3,1,1,1,3,1,121,1,1
6350000,1,35.5,11,косметический,no_info,свободная,монолитный,0,0,no_info,59.841966,30.113109,24.587,21.741,35.602,35.029,29.213,41.779,43.357,15.278,178873.2394366197,1,1,0,0,0,0,0,0,1,0,0,0,1,1
5600000,0,30.6,8,косметический,no_info,свободная,монолитный,0,0,no_info,59.859664,30.194551,18.019,14.399,26.833,27.757,20.403,32.526,34.797,6.526,183006.5359477124,1,1,0,0,0,0,0,0,1,0,0,0,1,1
3950000,0,21.4,4,требует ремонта,no_info,свободная,монолитный,0,0,no_info,60.03371,30.214808,5.616,8.479,33.921,13.735,28.867,32.975,25.43,21.661,184579.43925233645,1,1,0,0,0,0,0,0,1,0,0,0,1,1
4926497,1,19.7,2,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.912657,30.270584,10.743,6.691,20.754,18.536,14.876,23.648,24.513,8.149,250075.98984771574,3,0,1,0,2,0,1,1,1,0,0,0,0,0
13800000,2,72.7,7,no_info,чистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.935903,30.196868,10.602,8.017,29.205,21.069,23.11,31.989,30.162,12.012,189821.18294360384,1,1,0,0,0,0,0,0,1,0,2,0,1,1
5100000,0,23.9,5,евро,no_info,свободная,монолитно-кирпичный,1,1,no_info,60.033158,30.238523,3.53,7.202,32.047,11.24,27.262,30.582,22.807,21.273,213389.12133891214,2,0,1,0,2,3,1,0,1,2,0,0,0,0
10950000,1,46.6,12,требует ремонта,no_info,свободная,монолитно-кирпичный,1,1,no_info,60.029508,30.205959,6.301,8.742,34.311,14.809,29.129,33.676,26.447,21.408,234978.54077253217,2,1,1,0,3,0,1,2,2,0,0,0,0,0
5650000,0,29.0,2,евро,no_info,свободная,монолитный,0,0,no_info,59.787284,30.302789,25.078,21.066,14.889,31.275,9.379,24.098,33.114,8.413,194827.58620689655,1,1,0,0,0,0,0,0,1,0,0,0,1,1
5590000,0,25.1,12,no_info,чистовая,переуступка,монолитный,1,0,ДДУ по ФЗ 214,59.879213,30.418617,22.863,20.466,6.767,22.896,7.275,7.843,19.193,19.123,222709.16334661352,2,0,0,0,3,0,1,0,1,0,0,-1,1,0
24400000,4,106.0,5,косметический,no_info,альтернативная,кирпичный,1,0,no_info,59.955885,30.291191,6.883,3.948,21.806,13.225,16.87,22.019,19.864,13.425,230188.679245283,2,0,1,0,2,3,1,1,1,0,1,110,1,0
16340807,1,61.3,5,требует ремонта,no_info,свободная,монолитно-кирпичный,2,2,no_info,59.903968,30.306822,12.799,9.197,16.819,18.364,11.25,19.617,22.208,9.29,266571.0766721044,3,1,1,0,3,0,0,1,1,0,0,3,0,0
5035492,1,20.1,2,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.912657,30.270584,10.743,6.691,20.754,18.536,14.876,23.648,24.513,8.149,250521.9900497512,3,0,1,0,2,0,1,1,1,0,0,0,0,0
9000000,1,43.1,13,евро,no_info,свободная,монолитный,0,0,no_info,60.031634,30.236637,3.542,7.114,32.064,11.494,27.24,30.692,23.031,21.119,208816.7053364269,2,1,0,0,0,0,0,0,1,0,0,0,1,1
8900000,2,51.6,9,косметический,no_info,свободная,панельный,1,1,no_info,60.014185,30.270683,1.473,4.871,28.108,9.149,23.583,26.441,19.568,19.253,172480.62015503875,1,1,1,1,1,3,1,0,2,2,1,36,0,0
19300000,3,106.2,1,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.932969,30.381697,16.049,14.256,13.778,15.815,11.487,11.644,14.702,17.727,181732.58003766477,1,0,0,0,0,0,0,0,1,0,1,0,1,1
5336000,1,21.1,2,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.912657,30.270584,10.743,6.691,20.754,18.536,14.876,23.648,24.513,8.149,252890.99526066348,3,0,1,0,2,0,1,1,1,0,0,0,0,0
6200000,1,30.0,15,косметический,no_info,свободная,монолитный,0,0,no_info,60.03371,30.214808,5.616,8.479,33.921,13.735,28.867,32.975,25.43,21.661,206666.66666666666,2,1,0,0,0,0,0,0,1,0,0,0,1,1
7000000,2,44.8,6,косметический,no_info,свободная,панельный,0,0,no_info,60.018034,30.388389,14.455,15.223,22.555,8.145,20.968,16.198,7.047,24.834,156250.0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
18739921,2,72.7,7,косметический,no_info,свободная,монолитно-кирпичный,1,1,no_info,60.010731,30.331301,8.076,9.082,24.009,6.258,20.706,20.425,13.169,20.775,257770.57771664372,3,1,1,0,3,0,0,1,1,0,1,0,0,0
8300000,2,50.1,9,требует ремонта,no_info,свободная,панельный,0,0,no_info,59.928771,30.482568,26.416,25.254,13.299,22.564,16.188,2.375,14.189,27.52,165668.6626746507,1,1,0,0,0,0,0,0,1,0,1,0,1,1
12566400,2,47.6,4,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.918909,30.294416,10.729,7.049,18.897,17.029,13.405,21.031,22.037,9.827,264000.0,3,0,0,0,0,0,0,0,1,0,1,0,1,1
20413165,2,80.7,6,требует ремонта,no_info,свободная,монолитно-кирпичный,2,2,no_info,59.903968,30.306822,12.799,9.197,16.819,18.364,11.25,19.617,22.208,9.29,252951.23915737297,3,1,1,0,3,0,0,1,1,0,1,3,0,0
4750000,0,16.8,7,no_info,чистовая,no_info,монолитный,0,0,другое,59.844569,30.340473,20.369,16.766,10.609,24.729,4.246,17.342,25.535,9.993,282738.0952380952,3,0,0,0,0,0,0,0,1,0,0,0,1,1
11746592,1,42.2,5,требует ремонта,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.98507,30.326289,7.957,7.574,21.829,9.142,18.11,19.467,14.856,17.977,278355.2606635071,3,1,1,0,3,0,0,1,1,0,0,0,0,0
18427685,3,85.7,4,требует ремонта,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.98507,30.326289,7.957,7.574,21.829,9.142,18.11,19.467,14.856,17.977,215025.495915986,2,1,1,0,3,0,0,1,1,0,1,0,0,0
6100000,4,49.3,5,no_info,no_info,альтернативная,кирпичный,0,0,no_info,59.842395,30.232217,18.702,14.698,22.421,27.395,16.007,28.824,32.896,2.042,123732.25152129818,0,0,0,0,0,0,0,0,0,0,1,0,1,1
13390000,2,62.0,15,косметический,no_info,свободная,монолитный,0,0,no_info,59.832842,30.350274,22.025,18.451,9.273,26.085,2.846,16.949,26.261,11.126,215967.74193548388,2,1,0,0,0,0,0,0,1,0,1,0,1,1
10400000,1,43.3,17,косметический,no_info,свободная,монолитный,0,0,no_info,59.824597,30.337419,22.242,18.514,10.603,26.94,4.293,18.643,27.681,9.844,240184.75750577368,2,1,0,0,0,0,0,0,1,0,0,0,1,1
39000000,9,240.6,6,требует ремонта,no_info,свободная,кирпичный,1,0,no_info,59.932468,30.35181,13.368,11.158,15.399,15.082,11.716,14.877,16.551,15.079,162094.76309226934,1,0,1,1,1,0,3,1,1,0,1,108,1,0
5900000,0,24.2,20,косметический,no_info,свободная,монолитный,0,0,no_info,59.844041,30.361772,21.58,18.193,8.326,24.97,2.215,15.233,24.625,12.358,243801.65289256198,2,1,0,0,0,0,0,0,1,0,0,0,1,1
26500000,3,95.0,1,косметический,no_info,свободная,кирпичный,0,0,no_info,59.927017,30.37513,15.802,13.788,13.508,16.218,10.806,12.218,15.63,16.751,278947.36842105264,3,0,0,0,0,0,0,0,1,0,1,0,1,1
6750000,3,57.0,4,косметический,no_info,свободная,панельный,0,0,no_info,59.973338,30.397067,15.872,15.296,17.498,12.557,16.129,12.063,9.952,21.855,118421.05263157895,0,1,0,0,0,0,0,0,1,0,2,0,1,1
14735926,2,62.8,9,требует ремонта,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.983522,30.320315,7.396,6.889,22.054,9.397,18.16,19.991,15.521,17.522,234648.5031847134,2,1,1,0,3,0,0,1,1,0,1,0,0,0
16673951,1,59.0,6,требует ремонта,no_info,свободная,монолитно-кирпичный,2,2,no_info,59.903968,30.306822,12.799,9.197,16.819,18.364,11.25,19.617,22.208,9.29,282609.33898305084,3,1,1,0,3,0,0,1,1,0,0,3,0,0
5100000,1,32.0,6,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.867032,29.864707,46.521,45.386,63.339,56.673,56.938,68.892,67.417,42.972,159375.0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
5400000,0,22.0,22,евро,no_info,свободная,монолитный,0,0,no_info,59.863301,30.46542,28.083,25.873,6.033,26.948,10.644,5.29,20.916,23.99,245454.54545454544,2,1,0,0,0,0,0,0,1,0,0,0,1,1
4400000,1,31.2,7,косметический,no_info,свободная,блочный,1,0,no_info,59.743799,30.086977,35.07,31.772,39.344,45.195,33.479,47.65,52.202,21.212,141025.64102564103,0,0,0,2,1,0,2,1,1,0,0,39,0,0
5000000,0,23.2,10,евро,no_info,свободная,монолитно-кирпичный,1,1,no_info,60.032807,30.197461,7.314,9.663,35.255,15.625,30.023,34.688,27.36,21.999,215517.24137931035,2,1,1,0,3,0,1,2,1,0,0,0,0,0
5600000,3,42.0,2,косметический,no_info,свободная,панельный,0,0,no_info,59.846766,30.24041,18.098,14.057,21.578,26.585,15.153,27.822,31.908,1.244,133333.33333333334,0,0,0,0,0,0,0,0,1,0,2,0,1,1
10000000,2,61.3,10,евро,no_info,свободная,монолитный,0,0,no_info,59.86261,30.513426,32.63,30.725,10.144,30.235,15.734,6.0,22.264,29.298,163132.1370309951,1,1,0,0,0,0,0,0,1,0,1,0,1,1
6700000,1,34.0,19,евро,no_info,свободная,монолитный,0,0,no_info,59.868984,30.512527,32.196,30.359,10.408,29.64,15.817,5.365,21.566,29.262,197058.82352941178,1,1,0,0,0,0,0,0,1,0,0,0,1,1
12300000,2,57.2,10,косметический,no_info,свободная,панельный,2,1,no_info,60.016208,30.481374,24.764,25.152,22.468,17.34,23.814,12.092,5.692,32.126,215034.96503496502,2,0,0,0,2,0,2,1,1,1,1,0,0,0
11800000,2,57.6,17,косметический,no_info,свободная,монолитно-кирпичный,1,2,no_info,59.850911,30.412751,24.501,21.699,4.092,25.564,4.74,10.046,22.399,18.048,204861.1111111111,2,1,0,0,0,0,1,0,1,0,1,14,0,0
7299000,2,61.0,9,косметический,no_info,свободная,монолитный,1,1,no_info,59.741949,30.477987,38.368,35.249,10.025,39.515,14.983,18.398,34.473,27.614,119655.73770491804,0,1,1,0,2,0,1,1,1,0,1,10,0,0
10500000,3,57.9,4,требует ремонта,no_info,свободная,блочный,1,0,no_info,59.94472,30.228893,7.831,4.538,26.557,17.907,20.72,28.576,26.528,11.655,181347.15025906736,1,1,1,2,0,0,2,1,1,0,2,53,1,0
3750000,0,15.0,1,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.960138,30.226369,6.471,3.897,27.722,16.842,22.029,29.149,26.076,13.39,250000.0,2,0,0,0,2,3,1,1,1,2,0,15,1,1
13990000,2,58.1,5,требует ремонта,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.98507,30.326289,7.957,7.574,21.829,9.142,18.11,19.467,14.856,17.977,240791.7383820998,2,1,1,1,3,0,1,2,1,0,1,1,0,0
22000000,4,101.0,2,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.941524,30.381409,15.544,13.967,14.662,14.912,12.434,11.942,13.883,18.26,217821.78217821784,2,0,1,0,1,0,3,2,1,0,1,67,1,1
20077000,2,68.0,12,no_info,no_info,свободная,монолитно-кирпичный,0,0,no_info,60.031701,30.209427,6.044,8.67,34.196,14.371,29.068,33.424,26.043,21.56,295250.0,3,0,0,0,0,0,1,0,1,0,1,0,1,1
12900000,3,63.0,2,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.909454,30.293491,11.677,7.897,18.392,18.072,12.723,21.096,22.821,8.874,204761.90476190476,2,0,0,0,0,0,1,0,1,0,1,121,1,1
14500000,4,99.7,19,евро,no_info,альтернативная,панельный,1,1,no_info,59.865822,30.179037,18.167,14.785,28.648,28.209,22.219,34.128,35.785,8.377,145436.30892678033,0,1,1,0,2,3,3,1,1,0,1,10,0,0
6000000,1,28.7,8,евро,no_info,свободная,панельный,1,1,no_info,60.002517,30.449376,21.205,21.382,20.37,14.703,20.869,11.221,5.344,28.386,209059.23344947735,2,1,1,0,2,0,2,1,1,0,0,2,0,0
6170000,0,25.1,16,евро,no_info,свободная,монолитно-кирпичный,2,1,no_info,60.03371,30.214808,5.616,8.479,33.921,13.735,28.867,32.975,25.43,21.661,245816.73306772907,2,1,1,0,2,3,2,1,1,0,0,1,0,0
7500000,2,51.9,5,косметический,no_info,альтернативная,кирпичный,0,0,no_info,59.849017,30.35976,20.993,17.622,8.727,24.394,2.776,15.187,24.196,12.157,144508.67052023122,0,1,0,0,0,0,1,0,1,0,1,54,0,0
10900000,2,57.7,7,косметический,no_info,свободная,панельный,1,1,no_info,60.006003,30.26876,1.158,3.937,27.557,9.912,22.908,26.24,19.981,18.325,188908.14558058925,1,1,0,0,0,0,1,0,1,0,1,28,0,0
6500000,2,53.0,2,косметический,no_info,свободная,кирпичный,0,0,no_info,59.855145,29.945654,38.74,37.203,54.268,49.145,47.874,60.032,59.373,33.918,122641.50943396226,0,1,0,0,0,0,1,0,1,0,1,40,1,1
6900000,1,33.3,3,евро,no_info,свободная,панельный,1,1,no_info,59.833063,30.512725,34.317,32.095,9.009,32.726,15.232,8.886,25.341,29.149,207207.20720720722,2,1,1,1,2,3,1,1,1,2,0,36,0,0
31000000,0,141.0,2,дизайнерский,no_info,свободная,кирпичный,1,0,no_info,59.942273,30.35684,13.166,11.312,15.995,14.094,12.676,14.579,15.349,16.227,219858.1560283688,2,0,1,0,1,0,1,0,1,0,0,120,1,0
8500000,3,65.0,5,требует ремонта,no_info,свободная,панельный,2,0,no_info,59.826931,30.167323,22.596,19.08,29.503,32.467,23.159,36.237,39.426,9.406,130769.23076923077,0,1,1,0,0,0,2,0,1,0,1,43,1,0
5460000,1,35.0,2,косметический,no_info,свободная,монолитный,1,1,no_info,59.756618,30.476038,36.982,33.932,8.529,37.939,13.8,16.778,32.829,26.795,156000.0,1,0,1,0,2,3,1,1,1,0,0,0,0,0
4500000,0,25.0,3,евро,no_info,свободная,кирпичный,0,0,no_info,59.913839,30.343635,14.144,11.361,14.381,17.054,9.998,15.539,18.752,13.056,180000.0,1,0,0,0,0,0,0,0,1,0,0,105,1,1
5200000,1,32.0,3,дизайнерский,no_info,свободная,кирпичный,0,0,no_info,59.703979,30.364179,35.825,31.96,14.973,40.482,14.039,26.199,39.459,19.874,162500.0,1,0,0,0,0,0,1,0,1,0,0,44,1,1
26498000,3,103.0,4,no_info,no_info,свободная,монолитно-кирпичный,0,0,no_info,60.031701,30.209427,6.044,8.67,34.196,14.371,29.068,33.424,26.043,21.56,257262.1359223301,3,1,0,0,0,0,1,0,1,0,1,0,1,1
7900000,2,56.0,1,косметический,no_info,свободная,панельный,1,1,no_info,60.006138,30.269892,1.277,3.987,27.485,9.81,22.855,26.132,19.855,18.354,141071.42857142858,0,0,0,0,0,0,1,0,1,0,1,29,0,0
5249000,0,24.0,9,no_info,no_info,свободная,монолитно-кирпичный,0,0,no_info,59.881245,30.264314,14.166,10.08,19.915,22.04,13.636,24.51,27.331,4.609,218708.33333333334,2,0,0,0,0,0,0,0,1,0,0,0,1,1
18000000,3,67.5,9,дизайнерский,no_info,свободная,монолитно-кирпичный,3,1,no_info,59.833226,30.314673,20.458,16.58,13.201,26.065,6.793,20.474,28.015,7.19,266666.6666666667,3,1,1,1,0,2,1,2,1,3,1,10,0,0
6700000,1,33.8,4,no_info,чистовая,переуступка,монолитно-кирпичный,1,1,другое,59.833023,30.111142,25.484,22.572,35.766,35.896,29.403,42.177,44.078,15.53,198224.85207100594,1,1,0,0,3,0,2,1,1,0,0,0,0,0
4200000,1,30.0,3,требует ремонта,no_info,свободная,кирпичный,0,0,no_info,59.867656,29.914896,41.289,40.0,57.789,51.558,51.382,63.322,62.099,37.413,140000.0,0,1,1,1,1,0,3,1,1,0,0,58,1,1
14059000,1,47.0,12,no_info,no_info,свободная,монолитно-кирпичный,0,0,no_info,60.031701,30.209427,6.044,8.67,34.196,14.371,29.068,33.424,26.043,21.56,299127.6595744681,3,1,0,0,0,0,1,0,1,0,0,0,1,1
10300000,2,71.0,8,требует ремонта,no_info,свободная,монолитно-кирпичный,0,0,no_info,59.907352,30.250192,11.29,7.238,22.489,20.028,16.397,25.907,26.67,7.25,145070.42253521126,0,1,0,0,0,0,1,0,1,0,1,1,1,1
3500000,0,23.0,7,дизайнерский,no_info,свободная,монолитно-кирпичный,0,0,no_info,60.071461,30.342925,11.683,14.446,29.676,1.125,27.104,23.994,11.375,27.476,152173.91304347827,1,0,0,0,0,0,1,0,1,0,0,0,1,1
6500000,0,25.4,6,требует ремонта,no_info,свободная,монолитный,1,1,no_info,60.032322,30.198647,7.172,9.531,35.122,15.51,29.896,34.546,27.232,21.912,255905.51181102364,3,1,1,0,2,0,1,1,1,0,0,1,0,0
12100000,2,70.0,5,косметический,no_info,альтернативная,кирпичный,0,0,no_info,60.058614,30.311646,8.098,11.256,29.738,2.636,26.408,25.422,14.632,24.999,172857.14285714287,1,1,0,0,0,0,1,0,1,0,1,26,1,1
5900000,2,45.0,1,требует ремонта,no_info,свободная,панельный,0,0,no_info,59.82973,30.327923,21.315,17.529,11.696,26.375,5.31,19.306,27.638,8.704,131111.11111111112,0,0,1,1,2,0,1,1,1,0,1,37,1,1
4100000,0,27.2,7,требует ремонта,no_info,свободная,монолитно-кирпичный,0,1,no_info,59.809048,30.089385,29.08,26.16,38.174,39.493,31.902,45.121,47.568,18.287,150735.29411764705,1,1,1,0,3,0,1,1,1,0,0,1,0,1
18900000,3,87.2,16,дизайнерский,no_info,альтернативная,кирпичный,1,1,no_info,60.02115,30.242404,2.283,5.799,30.776,11.367,25.917,29.606,22.529,19.917,216743.11926605503,2,1,1,2,2,2,3,1,1,3,1,21,0,0
13600000,1,41.7,13,дизайнерский,no_info,свободная,панельный,1,1,no_info,59.975644,30.31594,7.343,6.294,21.626,10.344,17.518,20.086,16.375,16.521,326139.0887290168,4,1,0,1,3,3,1,2,1,3,0,5,0,0
7650000,1,36.7,6,требует ремонта,no_info,свободная,кирпичный,1,1,no_info,60.036677,30.324267,7.931,10.191,26.93,3.533,23.692,22.776,13.285,23.121,208446.8664850136,2,1,0,0,0,0,1,0,1,0,0,0,0,0
19000000,3,69.1,11,no_info,без отделки,переуступка,монолитный,1,1,ДДУ по ФЗ 214,59.947176,29.965049,33.335,32.83,53.86,43.092,47.464,57.764,54.339,33.812,274963.82054992765,3,1,1,0,3,0,3,3,2,0,1,0,0,0
7100000,2,46.0,1,евро,no_info,альтернативная,кирпичный,1,0,no_info,59.850793,30.354963,20.544,17.135,9.295,24.14,3.281,15.59,24.224,11.639,154347.8260869565,1,0,1,2,1,0,2,1,1,0,1,57,0,0
3750000,0,22.4,5,no_info,чистовая,переуступка,монолитный,1,1,ДДУ по ФЗ 214,59.809125,30.377034,25.776,22.309,6.304,29.056,2.3,16.087,27.775,14.522,167410.7142857143,1,1,0,0,2,0,1,1,1,0,0,-1,0,0
14900000,2,62.0,8,требует ремонта,no_info,свободная,монолитный,0,1,no_info,59.978192,30.335146,9.146,8.443,20.657,9.869,17.098,18.248,14.415,17.805,240322.5806451613,2,1,1,1,3,0,2,1,1,3,1,1,0,1
6800000,1,35.1,6,дизайнерский,no_info,свободная,монолитный,0,1,no_info,59.846002,30.108097,24.626,21.871,36.191,35.106,29.794,42.252,43.594,15.841,193732.19373219373,1,1,1,0,3,3,2,1,1,3,0,3,0,0
14990000,3,95.0,5,требует ремонта,no_info,свободная,монолитный,1,0,no_info,60.062759,30.291353,7.031,10.71,31.221,4.745,27.535,27.442,16.915,24.936,157789.47368421053,1,2,0,0,3,0,1,1,1,0,1,0,0,0
8600000,2,69.3,16,евро,no_info,свободная,монолитно-кирпичный,2,1,no_info,59.791341,30.151494,26.921,23.37,31.414,36.729,25.28,39.066,43.327,12.373,124098.1240981241,0,1,1,1,2,0,2,1,1,0,1,14,0,0
6700000,1,35.3,11,косметический,no_info,свободная,монолитно-кирпичный,2,1,no_info,60.079644,30.33608,11.678,14.701,30.791,1.428,28.114,25.18,12.33,28.055,189801.6997167139,1,1,1,1,2,3,1,2,1,2,0,5,0,0
3800000,0,24.9,2,требует ремонта,no_info,свободная,панельный,1,1,no_info,59.806174,30.358107,25.063,21.427,8.432,29.11,3.272,17.894,28.713,12.598,152610.4417670683,1,1,1,0,2,0,1,1,1,0,0,0,0,0
4500000,0,19.0,2,евро,no_info,свободная,кирпичный,0,0,no_info,59.920695,30.343869,13.604,10.969,14.926,16.296,10.705,15.566,18.126,13.555,236842.1052631579,2,0,0,0,0,0,0,0,1,0,0,0,1,1
5550000,1,31.5,4,косметический,no_info,альтернативная,панельный,0,0,no_info,59.887652,30.358655,17.439,14.459,11.149,20.12,6.704,14.026,20.352,13.032,176190.47619047618,1,0,1,1,0,3,1,0,1,0,0,58,0,0
3900000,0,15.0,2,евро,no_info,свободная,кирпичный,0,0,no_info,59.941267,30.34553,12.213,10.152,16.6,14.032,12.835,15.767,16.246,15.256,260000.0,3,0,0,0,0,0,0,0,1,0,0,192,1,1
29300000,4,130.5,5,дизайнерский,no_info,свободная,кирпичный,1,0,no_info,59.876549,30.259202,14.674,10.588,20.282,22.731,13.951,25.14,28.102,3.945,224521.07279693487,2,0,1,1,1,3,3,1,1,3,1,63,1,0
7750000,1,34.4,9,евро,no_info,свободная,кирпичный,1,0,no_info,59.841559,30.334023,20.364,16.681,11.227,25.052,4.813,18.133,26.159,9.272,225290.69767441862,2,1,0,0,0,0,1,0,1,0,0,0,0,0
8000000,2,50.7,2,евро,no_info,свободная,панельный,1,0,no_info,59.825058,30.402663,25.925,22.789,3.387,27.953,3.042,12.81,25.417,17.006,157790.92702169623,1,1,0,1,2,0,2,1,1,0,1,45,1,0
17600000,3,83.7,4,косметический,no_info,свободная,кирпичный,1,1,no_info,59.84927,30.30172,18.341,14.407,14.917,24.457,8.502,21.19,27.298,5.738,210274.7909199522,2,1,1,1,2,3,1,2,1,1,1,16,0,0
7800000,2,43.0,5,евро,no_info,свободная,кирпичный,0,0,no_info,59.975319,30.394749,15.569,15.042,17.772,12.231,16.312,12.402,9.901,21.813,181395.3488372093,1,1,1,1,2,2,2,1,1,0,1,62,0,0
3490000,0,24.6,4,no_info,предчистовая,переуступка,монолитный,1,1,ДДУ по ФЗ 214,59.809125,30.377034,25.776,22.309,6.304,29.056,2.3,16.087,27.775,14.522,141869.918699187,0,1,0,0,2,0,1,2,1,0,0,-2,0,0
17549995,3,96.9,15,евро,no_info,свободная,панельный,1,1,no_info,59.852673,30.17698,19.561,16.102,28.652,29.515,22.23,34.582,36.824,8.264,181114.4994840041,1,1,0,0,0,0,2,0,1,0,1,16,0,0
4870000,0,28.7,12,дизайнерский,no_info,свободная,кирпичный,2,0,no_info,59.844081,30.108366,24.763,21.986,36.145,35.235,29.752,42.258,43.68,15.807,169686.41114982578,1,1,0,0,1,2,1,0,1,2,0,3,1,0
10000000,1,38.0,9,евро,no_info,свободная,монолитно-кирпичный,1,1,no_info,60.029508,30.205959,6.301,8.742,34.311,14.809,29.129,33.676,26.447,21.408,263157.8947368421,3,1,1,1,3,0,1,1,1,0,0,0,0,0
14800000,3,75.2,5,косметический,no_info,свободная,кирпичный,1,1,no_info,59.942575,30.216757,8.69,5.75,27.597,18.986,21.659,29.879,27.846,11.781,196808.51063829786,1,1,0,3,2,2,2,1,1,3,1,49,0,0
8300000,1,33.5,18,евро,no_info,свободная,монолитно-кирпичный,2,2,no_info,60.035131,30.404738,16.499,17.614,24.112,8.638,23.048,16.664,4.574,27.451,247761.19402985074,2,1,1,1,2,2,1,1,1,0,0,13,0,0
13150000,2,64.7,3,косметический,no_info,свободная,монолитный,1,2,no_info,59.869006,30.155636,19.28,16.236,31.271,29.602,24.841,36.664,37.756,10.967,203245.74961360122,2,0,0,0,0,0,1,0,1,0,1,4,0,0
8100000,2,42.0,4,косметический,no_info,свободная,кирпичный,0,0,no_info,59.943859,30.236915,7.589,3.99,25.749,17.414,19.965,27.68,25.775,11.409,192857.14285714287,1,1,1,0,2,3,2,0,1,0,1,0,1,1
4201100,0,19.5,13,no_info,чистовая,no_info,монолитный,0,0,ДДУ по ФЗ 214,59.879213,30.418617,22.863,20.466,6.767,22.896,7.275,7.843,19.193,19.123,215441.02564102566,2,0,0,0,0,0,0,0,0,0,0,-1,1,1
6100000,2,44.0,1,требует ремонта,no_info,альтернативная,панельный,0,0,no_info,59.874729,30.300372,15.581,11.71,15.917,21.687,9.748,20.652,25.131,6.614,138636.36363636365,0,0,0,1,0,0,1,0,1,0,1,62,1,1
6390000,1,33.4,8,требует ремонта,no_info,свободная,панельный,1,0,no_info,60.025606,30.284238,3.414,6.582,28.187,7.179,24.019,25.728,17.858,20.732,191317.3652694611,1,1,0,1,1,0,1,1,1,0,0,28,1,0
4300000,0,24.2,3,евро,no_info,свободная,монолитно-кирпичный,0,1,no_info,59.842757,30.096473,25.778,23.102,37.453,36.287,31.064,43.586,44.886,17.127,177685.95041322315,1,1,1,0,3,0,1,0,1,0,0,0,0,0
4650000,0,27.9,4,no_info,чистовая,переуступка,монолитно-кирпичный,2,1,ДДУ по ФЗ 214,60.009836,30.25975,0.184,4.225,28.542,10.399,23.8,27.327,20.857,18.667,166666.6666666667,1,1,0,0,3,0,1,2,1,0,0,-1,0,0
9750000,1,40.0,4,косметический,no_info,свободная,кирпичный,2,0,no_info,59.939978,30.212436,9.194,6.309,27.877,19.526,21.89,30.319,28.404,11.673,243750.0,2,1,1,1,2,3,1,1,1,0,0,35,1,0
16000000,2,69.0,10,евро,no_info,свободная,монолитно-кирпичный,1,1,no_info,59.864842,30.410227,23.214,20.546,5.578,24.015,5.468,9.399,20.917,17.92,231884.0579710145,2,1,0,2,2,1,1,1,1,0,1,16,0,0
5800000,0,23.0,7,евро,no_info,свободная,монолитный,2,1,no_info,59.823643,30.343087,22.593,18.91,9.969,27.063,3.688,18.152,27.517,10.482,252173.91304347827,3,1,1,0,2,3,2,1,1,1,0,2,0,0
13600000,2,57.5,15,евро,no_info,свободная,кирпичный,1,1,no_info,60.026784,30.297507,4.767,7.43,27.459,6.022,23.554,24.542,16.381,21.175,236521.73913043478,2,0,0,2,2,3,2,1,1,1,1,16,0,0
